name,instance_type,uri,also_known_as,data visualization,data validation,data reasoning,neutral
matlab,software,"["http://www.wikidata.org/entity/Q16894759", "http://www.wikidata.org/entity/Q37744095", "http://www.wikidata.org/entity/Q169478", "http://www.wikidata.org/entity/Q37805571"]",,,,,
assemblies,data item,"["http://www.wikidata.org/entity/Q4808644", "http://www.wikidata.org/entity/Q50811534", "http://www.wikidata.org/entity/Q124461336", "http://www.wikidata.org/entity/Q124464357"]",,,,,
ontology,data item,"["http://www.wikidata.org/entity/Q324254", "http://www.wikidata.org/entity/Q347424", "http://www.wikidata.org/entity/Q44325", "http://www.wikidata.org/entity/Q114654536"]",,,,,
rvf,data model,"["http://www.wikidata.org/entity/Q1125727", "http://www.wikidata.org/entity/Q326638", "http://www.wikidata.org/entity/Q972037", "http://www.wikidata.org/entity/Q124527489"]",,,,,
txt,data format specification,"["http://www.wikidata.org/entity/Q350473", "http://www.wikidata.org/entity/Q25396211", "http://www.wikidata.org/entity/Q86920", "http://www.wikidata.org/entity/Q60550265"]",,,,,
wmv,data format specification,"["http://www.wikidata.org/entity/Q1448447", "http://www.wikidata.org/entity/Q280761", "http://www.wikidata.org/entity/Q7974363", "http://www.wikidata.org/entity/Q27895022"]",,,,,
problem solving,process,"["http://www.wikidata.org/entity/Q730920", "http://www.wikidata.org/entity/Q45247397", "http://www.wikidata.org/entity/Q71968040", "http://www.wikidata.org/entity/Q83362407", "http://www.wikidata.org/entity/Q93555028"]",,,,,
dissemination,process,"["http://www.wikidata.org/entity/Q105460363", "http://www.wikidata.org/entity/Q122871697", "http://www.wikidata.org/entity/Q103905599", "http://www.wikidata.org/entity/Q105095487", "http://www.wikidata.org/entity/Q111704250"]",,,,,
inference,process,"["http://www.wikidata.org/entity/Q408386", "http://www.wikidata.org/entity/Q10302114", "http://www.wikidata.org/entity/Q938438", "http://www.wikidata.org/entity/Q18233152", "http://www.wikidata.org/entity/Q107609478"]",,,,,
freebase,data item,"["http://www.wikidata.org/entity/Q280190", "http://www.wikidata.org/entity/Q1453477", "http://www.wikidata.org/entity/Q3069560", "http://www.wikidata.org/entity/Q30087582", "http://www.wikidata.org/entity/P646"]",,,,,
kadmos,data model,"["http://www.wikidata.org/entity/Q1418498", "http://www.wikidata.org/entity/Q13053204", "http://www.wikidata.org/entity/Q117036319", "http://www.wikidata.org/entity/Q118746595", "http://www.wikidata.org/entity/Q27613"]",,,,,
xml,data format specification,"["http://www.wikidata.org/entity/Q95955197", "http://www.wikidata.org/entity/Q2115", "http://www.wikidata.org/entity/Q59429438", "http://www.wikidata.org/entity/Q4021465", "http://www.wikidata.org/entity/Q115722201"]",,,,,
html,data format specification,"["http://www.wikidata.org/entity/Q94094377", "http://www.wikidata.org/entity/Q107386725", "http://www.wikidata.org/entity/Q12314924", "http://www.wikidata.org/entity/Q8811", "http://www.wikidata.org/entity/Q62626012"]",,,,,
dwf,data format specification,"["http://www.wikidata.org/entity/Q29718943", "http://www.wikidata.org/entity/Q1156192", "http://www.wikidata.org/entity/Q1196547", "http://www.wikidata.org/entity/Q15628802", "http://www.wikidata.org/entity/Q115361188"]",,,,,
wav,data format specification,"["http://www.wikidata.org/entity/Q103684459", "http://www.wikidata.org/entity/Q563937", "http://www.wikidata.org/entity/Q217570", "http://www.wikidata.org/entity/Q2969859", "http://www.wikidata.org/entity/Q113505641"]",,,,,
crawling,process,"["http://www.wikidata.org/entity/Q1411725", "http://www.wikidata.org/entity/Q107255364", "http://www.wikidata.org/entity/Q108368360", "http://www.wikidata.org/entity/Q108368458", "http://www.wikidata.org/entity/Q20000", "http://www.wikidata.org/entity/Q107255418"]",,,,,
manufacturing,process,"["http://www.wikidata.org/entity/Q187939", "http://www.wikidata.org/entity/Q14231372", "http://www.wikidata.org/entity/Q66666762", "http://www.wikidata.org/entity/Q123130799", "http://www.wikidata.org/entity/Q123209522", "http://www.wikidata.org/entity/Q126913868"]",,,,,
description,data item,"["http://www.wikidata.org/entity/Q1200750", "http://www.wikidata.org/entity/Q3024326", "http://www.wikidata.org/entity/Q115491417", "http://www.wikidata.org/entity/Q11916953", "http://www.wikidata.org/entity/Q829624", "http://www.wikidata.org/entity/Q105376983"]",,,,,
dwg,data format specification,"["http://www.wikidata.org/entity/Q29722614", "http://www.wikidata.org/entity/Q18250817", "http://www.wikidata.org/entity/Q29815503", "http://www.wikidata.org/entity/Q565127", "http://www.wikidata.org/entity/Q85976326", "http://www.wikidata.org/entity/Q100257356"]",,,,,
manufacture,process,"["http://www.wikidata.org/entity/Q187939", "http://www.wikidata.org/entity/Q380342", "http://www.wikidata.org/entity/Q1836700", "http://www.wikidata.org/entity/Q83435620", "http://www.wikidata.org/entity/Q3287016", "http://www.wikidata.org/entity/Q110605583", "http://www.wikidata.org/entity/Q113450038"]",,,,,
knowledge management,process,"["http://www.wikidata.org/entity/Q192060", "http://www.wikidata.org/entity/Q43629489", "http://www.wikidata.org/entity/Q55923113", "http://www.wikidata.org/entity/Q59184350", "http://www.wikidata.org/entity/Q62494073", "http://www.wikidata.org/entity/Q81861156", "http://www.wikidata.org/entity/Q125262644"]",,,,,
navigation,process,"["http://www.wikidata.org/entity/Q102066", "http://www.wikidata.org/entity/Q14207269", "http://www.wikidata.org/entity/Q305019", "http://www.wikidata.org/entity/Q6982426", "http://www.wikidata.org/entity/Q11323967", "http://www.wikidata.org/entity/Q15816566", "http://www.wikidata.org/entity/Q20780516"]",,,,,
check,process,"["http://www.wikidata.org/entity/Q842046", "http://www.wikidata.org/entity/Q2454779", "http://www.wikidata.org/entity/Q14290457", "http://www.wikidata.org/entity/Q80042", "http://www.wikidata.org/entity/Q1143561", "http://www.wikidata.org/entity/Q2963205", "http://www.wikidata.org/entity/Q446253"]",,,,,
creation,process,"["http://www.wikidata.org/entity/Q3352472", "http://www.wikidata.org/entity/Q11398090", "http://www.wikidata.org/entity/Q12056791", "http://www.wikidata.org/entity/Q20004056", "http://www.wikidata.org/entity/Q65465677", "http://www.wikidata.org/entity/Q386724", "http://www.wikidata.org/entity/Q16686448"]",,,,,
protégé,software,"["http://www.wikidata.org/entity/Q97224700", "http://www.wikidata.org/entity/Q1321406", "http://www.wikidata.org/entity/Q2066865", "http://www.wikidata.org/entity/Q2113866", "http://www.wikidata.org/entity/Q7252211", "http://www.wikidata.org/entity/Q123296279", "http://www.wikidata.org/entity/Q123964925"]",,,,,
wrp,data format specification,"["http://www.wikidata.org/entity/Q4017056", "http://www.wikidata.org/entity/Q372014", "http://www.wikidata.org/entity/Q7990125", "http://www.wikidata.org/entity/Q18034864", "http://www.wikidata.org/entity/Q18300760", "http://www.wikidata.org/entity/Q21097377", "http://www.wikidata.org/entity/Q21988169"]",,,,,
scheduling,process,"["http://www.wikidata.org/entity/Q2271896", "http://www.wikidata.org/entity/Q29045153", "http://www.wikidata.org/entity/Q116813641", "http://www.wikidata.org/entity/Q2374995", "http://www.wikidata.org/entity/Q18614582", "http://www.wikidata.org/entity/Q40525255", "http://www.wikidata.org/entity/Q68776810", "http://www.wikidata.org/entity/Q70952791"]",,,,,
data mining,software,"["http://www.wikidata.org/entity/Q172491", "http://www.wikidata.org/entity/Q118499072", "http://www.wikidata.org/entity/Q58561631", "http://www.wikidata.org/entity/Q73548532", "http://www.wikidata.org/entity/Q81511343", "http://www.wikidata.org/entity/Q83343748", "http://www.wikidata.org/entity/Q116040832", "http://www.wikidata.org/entity/Q125597974"]",,,,,
catia,software,"["http://www.wikidata.org/entity/Q5053527", "http://www.wikidata.org/entity/Q5053530", "http://www.wikidata.org/entity/Q20001239", "http://www.wikidata.org/entity/Q32978921", "http://www.wikidata.org/entity/Q108802996", "http://www.wikidata.org/entity/Q119694065", "http://www.wikidata.org/entity/Q28122066", "http://www.wikidata.org/entity/Q467731"]",,,,,
quantity,data item,"["http://www.wikidata.org/entity/Q309314", "http://www.wikidata.org/entity/Q29934271", "http://www.wikidata.org/entity/P1114", "http://www.wikidata.org/entity/Q614112", "http://www.wikidata.org/entity/Q911916", "http://www.wikidata.org/entity/Q2091629", "http://www.wikidata.org/entity/Q71550118", "http://www.wikidata.org/entity/P111"]",,,,,
capp,data item,"["http://www.wikidata.org/entity/Q29733422", "http://www.wikidata.org/entity/Q395752", "http://www.wikidata.org/entity/Q16865359", "http://www.wikidata.org/entity/Q63519439", "http://www.wikidata.org/entity/Q16826115", "http://www.wikidata.org/entity/Q16955235", "http://www.wikidata.org/entity/Q30268531", "http://www.wikidata.org/entity/Q65062894"]",,,,,
difficulty,data item,"["http://www.wikidata.org/entity/Q16515105", "http://www.wikidata.org/entity/Q65581480", "http://www.wikidata.org/entity/Q11659512", "http://www.wikidata.org/entity/Q105209377", "http://www.wikidata.org/entity/Q109111412", "http://www.wikidata.org/entity/P7252", "http://www.wikidata.org/entity/Q2257515", "http://www.wikidata.org/entity/Q69429259"]",,,,,
iges,data format specification,"["http://www.wikidata.org/entity/Q3148128", "http://www.wikidata.org/entity/Q16643116", "http://www.wikidata.org/entity/Q18027667", "http://www.wikidata.org/entity/Q616714", "http://www.wikidata.org/entity/Q30253619", "http://www.wikidata.org/entity/Q30260490", "http://www.wikidata.org/entity/Q30285959", "http://www.wikidata.org/entity/Q110822615"]",,,,,
database,data format specification,"["http://www.wikidata.org/entity/Q8513", "http://www.wikidata.org/entity/Q176165", "http://www.wikidata.org/entity/Q1172284", "http://www.wikidata.org/entity/Q18814183", "http://www.wikidata.org/entity/Q5227381", "http://www.wikidata.org/entity/Q12080263", "http://www.wikidata.org/entity/Q18667937", "http://www.wikidata.org/entity/Q71360342"]",,,,,
kaon,software,"["http://www.wikidata.org/entity/Q843503", "http://www.wikidata.org/entity/Q1529018", "http://www.wikidata.org/entity/Q22532479", "http://www.wikidata.org/entity/Q71014210", "http://www.wikidata.org/entity/Q113126080", "http://www.wikidata.org/entity/Q123820074", "http://www.wikidata.org/entity/Q380029", "http://www.wikidata.org/entity/Q84349105", "http://www.wikidata.org/entity/Q1718402"]",,,,,
uml,data model,"["http://www.wikidata.org/entity/Q29821856", "http://www.wikidata.org/entity/Q355218", "http://www.wikidata.org/entity/Q169411", "http://www.wikidata.org/entity/Q1269956", "http://www.wikidata.org/entity/Q58007600", "http://www.wikidata.org/entity/Q86357277", "http://www.wikidata.org/entity/Q100989275", "http://www.wikidata.org/entity/Q105698796", "http://www.wikidata.org/entity/Q15143"]",,,,,
vba,data model,"["http://www.wikidata.org/entity/Q23385057", "http://www.wikidata.org/entity/Q23522093", "http://www.wikidata.org/entity/Q353300", "http://www.wikidata.org/entity/Q667566", "http://www.wikidata.org/entity/Q7923605", "http://www.wikidata.org/entity/Q63108547", "http://www.wikidata.org/entity/Q63231147", "http://www.wikidata.org/entity/Q113230326", "http://www.wikidata.org/entity/Q123468361"]",,,,,
csv,data format specification,"["http://www.wikidata.org/entity/Q117049425", "http://www.wikidata.org/entity/Q233727", "http://www.wikidata.org/entity/Q935809", "http://www.wikidata.org/entity/Q1344670", "http://www.wikidata.org/entity/Q1639869", "http://www.wikidata.org/entity/Q4016325", "http://www.wikidata.org/entity/Q28914856", "http://www.wikidata.org/entity/Q110442438", "http://www.wikidata.org/entity/Q126360860"]",,,,,
evaluation,process,"["http://www.wikidata.org/entity/Q1379672", "http://www.wikidata.org/entity/Q851176", "http://www.wikidata.org/entity/Q1003030", "http://www.wikidata.org/entity/Q1663833", "http://www.wikidata.org/entity/Q27318", "http://www.wikidata.org/entity/Q5415283", "http://www.wikidata.org/entity/Q18230109", "http://www.wikidata.org/entity/Q27710608", "http://www.wikidata.org/entity/Q46218655", "http://www.wikidata.org/entity/Q70810871"]",,,,,
taxonomy,data item,"["http://www.wikidata.org/entity/Q7689676", "http://www.wikidata.org/entity/Q8269924", "http://www.wikidata.org/entity/Q7211", "http://www.wikidata.org/entity/Q11398", "http://www.wikidata.org/entity/Q12777297", "http://www.wikidata.org/entity/Q33844263", "http://www.wikidata.org/entity/Q84528367", "http://www.wikidata.org/entity/Q96230922", "http://www.wikidata.org/entity/Q101246305", "http://www.wikidata.org/entity/Q103969657"]",,,,,
bfo,data model,"["http://www.wikidata.org/entity/Q112894", "http://www.wikidata.org/entity/Q18271852", "http://www.wikidata.org/entity/Q2877023", "http://www.wikidata.org/entity/Q54796198", "http://www.wikidata.org/entity/Q4082725", "http://www.wikidata.org/entity/Q4866972", "http://www.wikidata.org/entity/Q4985822", "http://www.wikidata.org/entity/Q30295361", "http://www.wikidata.org/entity/Q110087246", "http://www.wikidata.org/entity/Q113365185"]",,,,,
mov,data format specification,"["http://www.wikidata.org/entity/Q118455506", "http://www.wikidata.org/entity/Q359982", "http://www.wikidata.org/entity/Q3841471", "http://www.wikidata.org/entity/Q6717182", "http://www.wikidata.org/entity/Q6717183", "http://www.wikidata.org/entity/Q118453973", "http://www.wikidata.org/entity/Q942350", "http://www.wikidata.org/entity/Q3612569", "http://www.wikidata.org/entity/Q20978083", "http://www.wikidata.org/entity/Q86739149"]",,,,,
owl,data format specification,"["http://www.wikidata.org/entity/Q770567", "http://www.wikidata.org/entity/Q8021345", "http://www.wikidata.org/entity/Q114450308", "http://www.wikidata.org/entity/Q1958205", "http://www.wikidata.org/entity/Q246876", "http://www.wikidata.org/entity/Q410259", "http://www.wikidata.org/entity/Q2070834", "http://www.wikidata.org/entity/Q3359008", "http://www.wikidata.org/entity/Q7114839", "http://www.wikidata.org/entity/Q7114841"]",,,,,
jpg,data format specification,"["http://www.wikidata.org/entity/Q26329648", "http://www.wikidata.org/entity/Q26329975", "http://www.wikidata.org/entity/Q6108685", "http://www.wikidata.org/entity/Q59326029", "http://www.wikidata.org/entity/Q2494649", "http://www.wikidata.org/entity/Q11150020", "http://www.wikidata.org/entity/Q27996264", "http://www.wikidata.org/entity/Q55781959", "http://www.wikidata.org/entity/Q96727024", "http://www.wikidata.org/entity/Q2195"]",,,,,
optimization,process,"["http://www.wikidata.org/entity/Q24476018", "http://www.wikidata.org/entity/Q86165836", "http://www.wikidata.org/entity/Q141495", "http://www.wikidata.org/entity/Q1156793", "http://www.wikidata.org/entity/Q340626", "http://www.wikidata.org/entity/Q7098965", "http://www.wikidata.org/entity/Q13360587", "http://www.wikidata.org/entity/Q24816542", "http://www.wikidata.org/entity/Q57441706", "http://www.wikidata.org/entity/Q66474039", "http://www.wikidata.org/entity/Q113389423"]",,,,,
google,software,"["http://www.wikidata.org/entity/Q1156923", "http://www.wikidata.org/entity/Q107382801", "http://www.wikidata.org/entity/Q961680", "http://www.wikidata.org/entity/Q110997421", "http://www.wikidata.org/entity/Q125851407", "http://www.wikidata.org/entity/Q95", "http://www.wikidata.org/entity/Q800215", "http://www.wikidata.org/entity/Q30338099", "http://www.wikidata.org/entity/Q42290793", "http://www.wikidata.org/entity/Q126924147", "http://www.wikidata.org/entity/Q9366"]",,,,,
mp3,data format specification,"["http://www.wikidata.org/entity/Q42591", "http://www.wikidata.org/entity/Q562047", "http://www.wikidata.org/entity/Q2703936", "http://www.wikidata.org/entity/Q6717203", "http://www.wikidata.org/entity/Q85782873", "http://www.wikidata.org/entity/Q736040", "http://www.wikidata.org/entity/Q3625848", "http://www.wikidata.org/entity/Q57234772", "http://www.wikidata.org/entity/Q114899062", "http://www.wikidata.org/entity/Q115358827", "http://www.wikidata.org/entity/Q118978172"]",,,,,
processing,process,"["http://www.wikidata.org/entity/Q1198858", "http://www.wikidata.org/entity/Q6129419", "http://www.wikidata.org/entity/Q11829270", "http://www.wikidata.org/entity/Q4787242", "http://www.wikidata.org/entity/Q6661985", "http://www.wikidata.org/entity/Q109243379", "http://www.wikidata.org/entity/Q1053535", "http://www.wikidata.org/entity/Q110430266", "http://www.wikidata.org/entity/Q125811885", "http://www.wikidata.org/entity/Q126084495", "http://www.wikidata.org/entity/Q26157409", "http://www.wikidata.org/entity/Q97445959"]",,,,,
optimus,software,"["http://www.wikidata.org/entity/Q836272", "http://www.wikidata.org/entity/Q342009", "http://www.wikidata.org/entity/Q3884254", "http://www.wikidata.org/entity/Q7098983", "http://www.wikidata.org/entity/Q42454663", "http://www.wikidata.org/entity/Q107276972", "http://www.wikidata.org/entity/Q108167797", "http://www.wikidata.org/entity/Q109876282", "http://www.wikidata.org/entity/Q117068645", "http://www.wikidata.org/entity/Q117453742", "http://www.wikidata.org/entity/Q119139018", "http://www.wikidata.org/entity/Q122010496", "http://www.wikidata.org/entity/Q957576"]",,,,,
audio,data item,"["http://www.wikidata.org/entity/Q3500685", "http://www.wikidata.org/entity/Q26987250", "http://www.wikidata.org/entity/P51", "http://www.wikidata.org/entity/Q3302947", "http://www.wikidata.org/entity/Q108676767", "http://www.wikidata.org/entity/Q4072375", "http://www.wikidata.org/entity/Q4650720", "http://www.wikidata.org/entity/Q4819814", "http://www.wikidata.org/entity/Q4819813", "http://www.wikidata.org/entity/Q17579863", "http://www.wikidata.org/entity/Q53758993", "http://www.wikidata.org/entity/Q107119066", "http://www.wikidata.org/entity/Q108150471"]",,,,,
rdf,data format specification,"["http://www.wikidata.org/entity/Q58515072", "http://www.wikidata.org/entity/Q248514", "http://www.wikidata.org/entity/Q102114802", "http://www.wikidata.org/entity/Q1367488", "http://www.wikidata.org/entity/Q1882427", "http://www.wikidata.org/entity/Q3416982", "http://www.wikidata.org/entity/Q3732548", "http://www.wikidata.org/entity/Q7315242", "http://www.wikidata.org/entity/Q8962827", "http://www.wikidata.org/entity/Q61930698", "http://www.wikidata.org/entity/Q116471452", "http://www.wikidata.org/entity/Q48404", "http://www.wikidata.org/entity/Q54872"]",,,,,
recycling,process,"["http://www.wikidata.org/entity/Q132580", "http://www.wikidata.org/entity/Q4350816", "http://www.wikidata.org/entity/Q18614769", "http://www.wikidata.org/entity/Q50816781", "http://www.wikidata.org/entity/Q51152646", "http://www.wikidata.org/entity/Q66010794", "http://www.wikidata.org/entity/Q68328940", "http://www.wikidata.org/entity/Q81118941", "http://www.wikidata.org/entity/Q87908614", "http://www.wikidata.org/entity/Q93717955", "http://www.wikidata.org/entity/Q95374482", "http://www.wikidata.org/entity/Q95374489", "http://www.wikidata.org/entity/Q125818222", "http://www.wikidata.org/entity/Q126078025"]",,,,,
rce,software,"["http://www.wikidata.org/entity/Q354797", "http://www.wikidata.org/entity/Q54949483", "http://www.wikidata.org/entity/Q955176", "http://www.wikidata.org/entity/Q1766396", "http://www.wikidata.org/entity/Q3274221", "http://www.wikidata.org/entity/Q3655948", "http://www.wikidata.org/entity/Q4318568", "http://www.wikidata.org/entity/Q5458623", "http://www.wikidata.org/entity/Q6096767", "http://www.wikidata.org/entity/Q7353841", "http://www.wikidata.org/entity/Q14713883", "http://www.wikidata.org/entity/Q26869511", "http://www.wikidata.org/entity/Q30284408", "http://www.wikidata.org/entity/Q84503327"]",,,,,
forms,data item,"["http://www.wikidata.org/entity/Q57395864", "http://www.wikidata.org/entity/Q12714743", "http://www.wikidata.org/entity/P4661", "http://www.wikidata.org/entity/Q28555474", "http://www.wikidata.org/entity/Q45227334", "http://www.wikidata.org/entity/Q57256342", "http://www.wikidata.org/entity/Q64516713", "http://www.wikidata.org/entity/Q65569258", "http://www.wikidata.org/entity/Q77433546", "http://www.wikidata.org/entity/Q100355021", "http://www.wikidata.org/entity/Q100366637", "http://www.wikidata.org/entity/Q123282110", "http://www.wikidata.org/entity/Q47014869", "http://www.wikidata.org/entity/Q116860218"]",,,,,
